UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,operational_hours,RUL,Vibration (mm/s),Pressure (Pa),Maintenance Required,Temp_Change,Vib_Change,Temperature_Mean,Vibration_Mean,Pressure_Mean,RPM_Mean
4313,L52238,L,303.9,312.9,1526,42.5,194,0,No Failure,1876,3126.114351,-0.372743441,-1.000977771,1,0.694526995,-1.443095573,0.522897767,0.198111177,0.237312673,0.69869764
4314,L52239,L,303.9,312.8,1419,47.9,196,0,No Failure,4331,672.0161237,0.017754926,1.312680212,0,-0.643128997,0.275845006,0.29589496,0.492757097,0.099051797,0.790146996
4315,L52240,L,304,312.8,1542,42.7,198,0,No Failure,4817,139.550497,-0.314891066,-0.707940429,1,-0.010678921,-0.235008035,0.164115285,0.45789944,-0.317485829,0.171247313
4316,L52241,L,304,312.9,1363,62.5,200,1,Overstrain Failure,3128,1853.818714,1.219713279,1.23212465,1,-0.659889697,1.084079226,0.138922455,0.62558818,-0.103352914,-0.140973721
4317,L52242,L,304,312.9,1313,53.9,202,0,No Failure,594,4320.797385,0.440722186,0.350676703,0,1.523126824,-0.550320944,0.02649808,0.404174048,-0.423855569,-0.17145684
4318,L52243,H,304,312.9,1495,46.6,0,0,No Failure,1453,3495.780599,1.10048616,-1.69228215,1,-1.012238839,0.466063117,-0.433849867,0.656004337,-0.571994157,0.086264073
4319,L52244,L,304,313,1407,42.1,5,0,No Failure,3961,1001.553354,-0.156533359,-0.77000792,1,-0.306409538,-0.888015999,-0.579237821,0.640365558,-0.003749626,0.169399851
4320,L52245,L,304.1,313,1566,37.2,7,0,No Failure,4634,294.8894703,0.523552633,0.362724149,1,0.366223876,0.480419261,-0.493960418,0.385926715,-0.033339297,0.729180759
4321,L52246,L,304.1,313.1,1550,30.9,9,0,No Failure,3722,1244.615253,0.11264262,-0.370388626,1,-0.968350026,-0.290296322,-0.387665274,0.391333979,0.014295179,1.175342769
4322,L52247,M,304.2,313.2,1396,50.5,11,0,No Failure,2769,2204.673621,1.699873631,-0.390016237,0,0.292830843,1.121256439,-0.289596541,0.467367596,-0.043577297,0.977202497
4323,L52248,M,304.3,313.3,1540,39,14,0,No Failure,1709,3280.307846,1.022292263,1.148940502,1,0.101494305,-0.478681767,-0.378960221,0.005320551,0.024563065,0.874668371
4324,L52249,M,304.2,313.2,1380,48.7,17,0,No Failure,2337,2624.186811,-1.428727572,-0.917956271,1,0.50924851,-1.731497227,-0.204503609,0.052710968,0.022722254,0.60355336
4325,L52250,M,304.2,313.1,1608,31.1,20,0,No Failure,2768,2146.175304,0.550588954,0.600896529,0,0.440544919,1.398238587,0.030022896,0.311780475,0.282862681,0.477925962
4326,L52251,H,304.2,313,1442,40.9,23,0,No Failure,2156,2781.43881,0.492810706,-0.659751008,1,-0.997439519,-0.040832389,-0.161526228,0.257237734,0.098126527,0.093192055
4327,L52252,L,304.1,313,1408,45.3,28,0,No Failure,115,4862.643964,-0.610361597,-0.049314428,1,-0.369950768,-0.779333249,-0.031258387,0.343960205,0.283078335,0.542125257
4328,L52253,M,304,313,1454,46.8,30,0,No Failure,4230,691.2709608,1.259244351,1.139736449,0,1.034391849,1.320735414,0.074742451,0.314261058,0.42791675,0.649739904
4329,L52254,L,304.1,313.1,1666,34.6,33,0,No Failure,1343,3603.096068,-0.13338004,0.382745862,0,0.72166225,-0.983811756,0.247181613,-0.028103518,0.215678317,0.461298806
4330,L52255,L,304.1,313.2,1366,46.6,35,0,No Failure,791,4199.123589,0.277875251,-0.322784241,0,-1.066105322,0.290508381,-0.259868289,-0.31975248,0.058430121,0.484392078
4331,L52256,L,304.2,313.2,1464,44.9,37,0,No Failure,4486,469.9318781,0.92642306,0.265008035,1,0.140540631,0.458139648,-0.430599353,-0.257132783,-0.171678052,0.636345806
4332,L52257,L,304.3,313.3,1775,24.9,39,0,No Failure,4869,126.6500006,-0.758857334,0.674877648,1,-0.455761558,-1.190553615,-0.068483865,-0.392113067,-0.220126727,-0.019964977
4333,L52258,M,304.3,313.4,1482,43.8,41,0,No Failure,3432,1480.210021,-0.452578528,0.078544279,1,1.269325061,0.216349528,0.203012574,-0.58445299,-0.046297568,-0.25644008
4334,L52259,M,304.2,313.4,1411,54.8,44,0,No Failure,2066,2879.378728,-1.59162485,-0.403495117,1,-1.681085742,-0.804675839,0.022859894,-0.800140797,-0.144056085,-0.219490845
4335,L52260,L,304.2,313.3,1410,51.6,47,0,No Failure,2358,2600.324358,0.590973736,-1.473325103,0,0.123155044,1.541843742,0.488777195,-0.241259926,-0.195589786,-0.135431336
4336,L52261,M,304.1,313.3,1494,39,49,0,No Failure,1976,3010.276012,0.25152164,0.022764659,0,2.024744594,-0.239816091,1.059250295,-0.135995333,-0.020192049,-0.080469349
4337,L52262,H,304.1,313.2,1590,43.4,52,0,No Failure,324,4673.951453,-1.720556951,1.54402344,0,-0.776200475,-1.393157326,0.500321733,-0.512675174,0.12747215,0.134298078
4338,L52263,L,304.1,313.1,1327,54.1,57,0,No Failure,1023,3930.239166,-1.531017559,-0.410248302,1,-0.32775585,0.133880954,0.575743357,-0.323116337,0.138203041,0.23128982
4339,L52264,L,304.1,313.1,1969,20.8,59,0,No Failure,3526,1440.536782,1.202779502,-0.661163625,1,0.6034887,1.931228535,0.433510634,-0.039440625,-0.034814399,0.205425355
4340,L52265,M,304,313,1377,56,61,0,No Failure,1735,3266.637543,1.117296703,-0.596336418,1,0.492875839,-0.060403798,0.389384461,0.044924881,0.037554571,0.058552147
4341,L52266,L,304,313,1541,45.9,64,0,No Failure,4845,116.8310435,-1.631877567,0.761085654,1,-1.968943787,-1.942123359,0.189584222,-0.082191678,-0.166209943,-0.270757908
4342,L52267,M,304,313,1685,28.2,66,0,No Failure,1133,3785.607578,-0.772762764,1.597677898,0,1.466931489,0.606891121,0.747389121,0.438501159,-0.400771415,-0.095710908
4343,L52268,L,304,313.1,1465,41,69,0,No Failure,605,4353.044717,-0.112639,-1.275335502,0,-1.097405537,0.466317284,0.277963856,0.41128372,-0.979524853,0.034073279
4344,L52269,M,303.9,313.1,1483,47.2,71,0,No Failure,578,4340.76606,1.624607032,-0.299318775,0,0.950404238,1.227232001,0.043060423,0.395858739,-0.477108679,-0.068922713
4345,L52270,M,303.9,313.2,1570,40.7,74,0,No Failure,3301,1608.979088,0.481713909,-1.615158988,0,-0.057604762,-0.807393347,0.054494689,0.407919871,-0.312367543,-0.094787177
4346,L52271,L,303.9,313.2,1345,48.2,77,0,No Failure,1069,3912.412874,0.971586619,-0.411721708,1,0.710031227,0.346046321,-0.041448042,0.062741692,-0.311613222,0.265929727
4347,L52272,M,303.9,313.2,1608,40.6,79,0,No Failure,1061,3947.727991,-0.908849958,-1.296089292,0,-2.165467246,-1.328418382,-0.253844094,0.212066376,-0.165650341,0.340751928
4348,L52273,M,304,313.3,1415,52.8,82,0,No Failure,2445,2541.948365,-0.189763908,1.236745366,1,-0.268110566,0.507970189,0.189421276,0.706936808,0.181028915,-0.163605127
4349,L52274,M,304.1,313.5,1470,45.8,85,0,No Failure,4817,139.550497,1.68491269,0.524386907,0,1.821481408,1.324317488,0.528876178,1.030402323,-0.090223325,0.364307065
4350,L52275,M,304.1,313.5,1428,39.9,88,0,No Failure,1281,3647.168782,-1.244176984,-1.611387384,1,-0.437301623,-2.069221538,0.258593714,0.44815988,-0.051301186,-0.026431093
4351,L52276,H,304.2,313.5,1627,32.2,91,0,No Failure,270,4688.237518,1.718210038,0.3180927,0,0.298239492,2.092712028,0.397861891,0.744638007,0.29303485,-0.264753658
4352,L52277,L,304.2,313.4,1457,49.4,96,0,No Failure,228,4734.020381,1.565502204,0.437306988,1,0.153023586,-0.107893781,0.183194234,0.282323992,0.407373268,-0.70768261
4353,L52278,L,304.2,313.4,1475,40.2,98,0,No Failure,791,4199.123589,1.42756367,-0.119515835,0,-0.635195789,-0.09746026,0.092467208,-0.367481141,0.562215605,-0.334033473
4354,L52279,L,304.2,313.5,1438,50.1,100,0,No Failure,4231,745.6616102,-1.226299528,0.7189976,1,-0.334616918,-1.874792472,0.368724926,-0.648733378,0.834997303,-0.339113993
4355,L52280,M,304.2,313.5,1437,47.2,102,0,No Failure,3282,1633.409199,0.238213654,0.110292796,0,1.010914446,1.034564516,0.231844157,-0.197587935,0.794759236,0.07748863
4356,L52281,M,304.1,313.4,1518,42.4,105,0,No Failure,2256,2673.381826,-0.593360039,0.88978479,1,-0.953316509,-0.587467027,-0.294192765,-0.07869445,0.514794213,-0.082316811
4357,L52282,M,304.1,313.5,1587,33.6,108,0,No Failure,1808,3167.248514,-1.683523461,1.211518673,1,0.591291277,-0.770143346,-0.379421261,0.21710007,0.20051804,0.073793706
4358,L52283,L,304.1,313.4,1399,43.7,111,0,No Failure,1158,3770.215164,0.021302485,1.244392657,0,0.66250259,1.204329382,-0.258334924,0.868385225,-0.317040612,-0.202863689
4359,L52284,L,304.1,313.5,1469,44.6,113,0,No Failure,4039,944.9036868,1.029427687,0.517807266,0,-1.795520004,0.712156985,-0.483942501,0.650309776,-0.789480663,-0.62269937
4360,L52285,L,304.1,313.4,1374,56.6,115,0,No Failure,2077,2909.78629,0.832681078,-1.289532323,0,-0.365184472,-0.139004225,0.0602627,0.181853561,-0.86313436,-0.564504325
4361,L52286,L,304,313.3,1519,36.7,117,0,No Failure,961,3990.323423,0.885612559,-0.681596074,0,0.60543052,0.037376617,0.432591403,0.239972951,-0.903498527,0.042386857
4362,L52287,L,303.9,313.2,1540,44.4,119,0,No Failure,1364,3564.479437,1.572902313,-1.376274584,0,1.320843201,0.485508236,0.438825877,0.39133616,-0.973021008,0.552286297
4363,L52288,L,303.9,313.3,1394,51.6,121,0,No Failure,3616,1387.39692,-1.069074757,-1.117807603,0,-0.563445187,-1.86639572,0.417005262,0.096970787,-0.920874371,0.340290062
4364,L52289,M,304,313.4,1389,45.8,123,0,No Failure,4332,620.8692413,-1.312853388,0.149538782,1,0.92662257,-0.172229198,0.479679539,0.551902312,-0.821750256,0.58738807
4365,L52290,M,304,313.5,1732,26.2,126,0,No Failure,166,4746.512019,1.123278027,-1.491353156,1,-0.972958655,1.7209477,0.392997433,0.748926689,-1.077665623,0.575841434
4366,L52291,L,304.1,313.6,1556,37.4,129,0,No Failure,1889,3094.568072,1.642428607,-1.029208481,0,-0.689118906,0.366729175,0.475981502,0.765988912,-0.723193545,-0.096634639
4367,L52292,M,304.1,313.6,1441,43.7,131,0,No Failure,3066,1930.294714,0.101075449,-1.115541398,0,1.221637322,-1.088878666,0.604589433,0.748484253,-0.176802711,-0.668885913
4368,L52293,L,304.1,313.6,1382,46.7,134,0,No Failure,699,4251.480441,1.205582866,-0.622187027,1,-0.264661961,0.780244562,0.26691582,0.645831307,0.259948495,-0.672118971
4369,L52294,M,304.2,313.8,1481,44.9,136,0,No Failure,1981,2987.444697,-0.327731501,-1.130038051,0,0.398481986,-1.083199798,-0.148921964,0.21957958,0.360170384,-0.594987444
4370,L52295,M,304.2,313.7,2113,18.4,139,0,No Failure,4812,104.7566206,1.208589139,0.281007231,1,-0.373000412,1.085291673,-0.503136846,0.594688533,0.803640566,-1.039301992
4371,L52296,L,304.2,313.8,1401,53.9,142,0,No Failure,2988,1941.948065,1.554905312,1.70274569,0,-0.527787921,0.244633246,-0.93264597,0.077359617,1.088915391,-1.045306243
4372,L52297,L,304.1,313.6,1611,31.4,144,0,No Failure,2495,2454.86111,-0.412189283,1.068214633,0,-0.427185454,-1.389636467,-0.947790038,0.110701831,1.066263197,-0.966789119
4373,L52298,M,304.2,313.6,1512,33.4,146,0,No Failure,2745,2217.557931,-0.925675769,-0.121077583,0,-0.541059058,-0.362759727,-0.983217085,0.247762544,1.167398618,-0.497533837
4374,L52299,L,304.2,313.6,1411,46,149,0,No Failure,1981,2987.444697,1.547813263,1.087312859,1,0.616387336,1.747338353,-0.535534515,0.310408095,1.185318327,-0.414859924
4375,L52300,M,304.2,313.6,1424,43.7,151,0,No Failure,144,4838.985874,-1.378055439,1.707381354,0,-0.639249121,-2.066946137,-0.596159123,-0.241390677,0.92713872,0.096425113
4376,L52301,L,304.2,313.6,1469,40,154,0,No Failure,2452,2453.748154,1.721616383,1.589484721,1,0.937452447,2.189694541,-0.571860738,-0.015069562,0.610869866,0.717634123
4377,L52302,H,304.2,313.5,1684,29.8,156,0,No Failure,1229,3672.239966,0.273114282,1.573891739,1,-0.498908295,-1.023285614,-0.289474959,-0.356906639,0.375222955,0.819244518
4378,L52303,M,304.2,313.5,1532,41.3,161,0,No Failure,4255,721.3912609,-0.612448013,-0.031479036,1,1.167269636,-0.625606358,-0.403989807,-0.441924898,-0.266786609,0.937020204
4379,L52304,M,304.2,313.5,1557,37.3,164,0,No Failure,3603,1323.126172,-1.2111806,-0.203585179,1,-1.181042705,-0.422980386,-0.371306623,-0.613755907,-0.181997994,0.954571091
4380,L52305,M,304.3,313.5,1416,48.1,167,0,No Failure,3034,1892.103657,-0.246449863,0.126037086,1,-0.338952082,0.681501702,0.118653765,-0.330326195,-0.390112299,0.706549352
4381,L52306,L,304.3,313.5,1802,25.4,170,0,No Failure,3718,1238.752334,0.012430999,0.411250167,1,1.85007783,0.182866057,0.136405908,-0.314419057,-0.346220096,0.356917218
4382,L52307,M,304.3,313.5,2245,15.1,172,0,No Failure,1309,3644.484449,-0.151977011,-1.636156085,1,-1.902392522,-0.116159171,-0.056421644,-0.569303354,-0.216033882,0.406336819
4383,L52308,L,304.2,313.4,1434,42.5,175,0,No Failure,700,4247.866881,-1.471603059,0.392464042,1,1.687778046,-0.932243318,0.214167481,-0.54256177,-0.115937855,0.282556883
4384,L52309,M,304.1,313.3,1725,28.3,177,0,No Failure,373,4547.709772,0.205967959,-1.244156705,0,0.435939742,1.185075602,0.247155141,-0.459728016,0.022558888,0.087649669
4385,L52310,L,304.2,313.3,1668,35.7,180,0,No Failure,1562,3371.597498,-0.166914172,0.345498102,1,-2.008732326,-0.263432171,0.035802636,-0.206166895,0.406995283,0.390633395
4386,L52311,L,304.1,313.3,1452,43.9,182,0,No Failure,4540,392.5013594,-1.261990489,1.062181237,0,1.105444888,-0.773613977,0.154032195,-0.053543486,0.517341107,0.673756906
4387,L52312,L,304.1,313.3,1415,50,184,0,No Failure,2532,2464.962193,-0.018269088,-1.135675952,0,-0.263700229,0.878589914,-0.231581616,0.126841458,0.285973364,0.778138495
4388,L52313,L,304.1,313.2,1824,25.8,186,0,No Failure,3066,1930.294714,-1.057434291,1.084947759,1,0.847593156,-0.734116521,-0.210068843,0.408591529,0.477693346,0.36984945
4389,L52314,L,304.1,313.3,1438,45.5,188,0,No Failure,1311,3651.9261,1.473773568,0.678025267,1,-0.428073931,1.788112837,-0.144165627,0.912264197,0.436013346,0.652972962
4390,L52315,L,304.1,313.3,1883,24.5,190,0,No Failure,4298,709.3006321,0.59620287,0.897227226,1,-0.84329393,-0.619960829,0.05056431,0.704436505,0.490823501,0.513951466
4391,L52316,L,304.2,313.4,1735,28.9,192,0,No Failure,4540,392.5013594,-0.36006577,-0.094657479,0,-0.676200636,-0.675555654,-0.055114563,0.369409172,0.621951788,0.438205534
4392,L52317,L,304.3,313.5,1464,36.7,194,0,No Failure,3519,1430.056708,1.39048127,-0.177076044,1,1.175944111,1.236628272,0.538441681,0.134204353,0.442102636,0.585540608
4393,L52318,M,304.3,313.6,1489,40.3,196,0,No Failure,4628,317.2569923,1.460929049,0.87654776,1,1.004562638,0.049750708,0.228653757,-0.47677369,0.746177899,0.880210756
4394,L52319,M,304.4,313.6,1510,38.9,199,0,No Failure,4119,872.8033432,0.434635106,0.952076045,0,0.027471513,-0.725023838,-0.325216136,-0.490094621,0.527478867,0.335671408
4395,L52320,M,304.3,313.6,1585,32.1,202,0,No Failure,698,4298.892766,-1.078933793,1.552868661,0,-1.905572494,-1.069250948,-0.283174587,-0.303209735,0.224748382,-0.101253294
4396,L52321,L,304.4,313.7,1509,35,205,1,Tool Wear Failure,144,4838.985874,-1.536089867,-0.993903241,0,1.796371575,-0.322966065,-0.102407973,-0.187362941,0.056869898,-0.370520842
4397,L52322,L,304.4,313.6,1568,39.1,0,0,No Failure,3941,974.0276537,-1.664408944,1.343300271,1,-2.018380134,-0.090664759,-0.648080249,-0.126727194,0.049407984,-0.709530071
4398,L52323,M,304.3,313.5,1525,42,2,0,No Failure,3658,1351.787556,1.394324393,-0.216947401,1,0.141461978,2.160774244,-0.346867016,-0.010403676,-0.027669256,-0.66011047
4399,L52324,L,304.4,313.7,1607,33.5,5,0,No Failure,1566,3383.767809,1.369059538,-0.561576381,1,2.134679852,-0.017863855,-0.378791269,-0.403474486,-0.241604771,-0.205173016
4400,L52325,L,304.5,313.7,1670,32.9,7,0,No Failure,3962,963.65036,-0.499699823,0.713476242,1,-1.415025419,-1.320169212,-1.034965111,-0.614915978,0.092959288,0.315349329
4401,L52326,L,304.4,313.6,1585,38.9,9,0,No Failure,3477,1487.511207,-1.232911131,-1.031212813,0,-0.772396169,-0.517980593,-0.914222008,-0.78671583,-0.355010127,0.130603155
4402,L52327,L,304.4,313.6,1569,38.4,11,0,No Failure,4656,326.3848122,-1.082791356,0.957914072,0,0.976300092,0.106033636,-0.817215753,-0.233252835,-0.477759528,0.001280833
4403,L52328,L,304.4,313.6,1507,43.1,13,0,No Failure,4965,-15.82788915,-0.571029659,-1.286624975,0,-1.036548785,0.361509424,-0.712586383,-0.03850795,-0.457297304,-0.137278798
4404,L52329,L,304.3,313.5,1452,41.5,15,0,No Failure,1412,3519.857137,0.31185208,1.111243913,1,-0.072735288,0.623680868,-0.513242417,-0.164007584,-0.329869739,-0.33126228
4405,L52330,L,304.3,313.5,1590,29.8,17,0,No Failure,3259,1670.842057,-1.358699086,-1.526370832,1,1.332238271,-1.180148401,-0.433033707,-0.249345861,-0.384669503,-0.358050475
4406,L52331,L,304.3,313.6,1409,56,19,0,No Failure,846,4108.082644,1.534403846,-1.64495982,1,-0.856332272,2.04376746,-0.141058394,0.097121662,-0.333101353,-0.38899546
4407,L52332,L,304.3,313.5,2643,12.7,21,0,No Failure,387,4609.542072,-0.109066931,1.060225191,0,1.003256265,-1.161017921,-0.114299427,0.010369046,-0.100322448,-0.090168523
4408,L52333,L,304.2,313.4,1644,31.7,23,0,No Failure,4663,307.548718,-1.19852783,-0.649487149,0,-0.70162757,-0.769647061,-0.501112858,0.291900249,-0.480438054,-0.116956718
4409,L52334,L,304.2,313.4,1568,37.6,25,0,No Failure,3892,1103.197136,-0.114839302,0.837245093,1,-0.494010641,0.765537412,-0.539703772,0.4069225,-0.196988762,0.169399851
4410,L52335,H,304.2,313.3,1625,37.3,27,0,No Failure,2079,2850.425731,0.373638527,-1.26853008,0,2.081068248,0.345060931,-0.457342373,0.367073048,-0.252599894,0.01975545
4411,L52336,L,304.2,313.4,1482,41.4,32,0,No Failure,1511,3401.590347,1.100640764,-0.481065296,0,-1.794166416,0.513562445,-0.930383771,-0.004680441,-0.196350062,0.339828197
4412,L52337,H,304.1,313.3,1397,49.6,34,0,No Failure,4386,523.633972,1.298589084,-0.840352837,1,-0.459181178,0.139821299,-0.857341649,-0.314491345,-0.002563629,0.583693147
4413,L52338,L,304.1,313.3,1459,50.3,39,0,No Failure,323,4622.623403,-0.623416572,0.767759308,0,0.529725512,-1.357784153,-0.343934047,-0.489736143,0.49557741,0.47099798
4414,L52339,L,304.2,313.4,1490,44,41,0,No Failure,4081,894.565639,-0.314086562,0.559189436,0,-0.066309969,0.218505,-0.495259218,-0.225547097,0.192165488,-0.132198278
4415,L52340,L,304.1,313.2,1434,50.1,43,0,No Failure,1258,3692.09867,-1.485128917,-0.987280923,1,0.117102928,-0.827278893,-0.424220607,-0.15395869,0.191744451,-0.513699127
4416,L52341,M,304.1,313.2,2028,18.9,45,0,No Failure,3128,1853.818714,-0.448413758,0.48786687,1,0.136844918,0.732353874,-0.559552361,0.235681587,0.428670216,-0.150672895
4417,L52342,L,304.2,313.3,1464,45.9,48,0,No Failure,4370,573.8975561,0.422365093,1.65035236,0,1.097999547,0.615130989,-0.126739458,0.284652172,0.628401046,-0.146054241
4418,L52343,M,304.2,313.4,1713,23.5,50,0,No Failure,2358,2600.324358,0.697528659,-0.749300305,0,-1.820842617,0.194368696,-0.583503731,0.139095657,0.519169107,0.100581902
4419,L52344,M,304.3,313.4,1624,32.1,53,0,No Failure,4139,819.0996155,0.043855471,0.557084254,1,0.7199928,-0.46179224,-0.293877973,-0.082278108,0.361250764,0.162010004
4420,L52345,L,304.2,313.4,1421,43.4,56,0,No Failure,929,4057.382799,0.463072468,0.1973479,1,-0.612645359,0.296132793,-0.207172891,0.111179966,0.140876817,0.474692904
4421,L52346,H,304.2,313.5,1546,41.4,58,0,No Failure,4764,215.885354,-0.203560832,1.48652102,0,2.145866852,-0.470947691,0.260809724,0.121258884,0.417119611,0.223899973
4422,L52347,L,304.2,313.4,1639,32.7,63,0,No Failure,4332,620.8692413,-0.30541748,1.104192665,0,-2.047643098,-0.071970825,-0.229706065,0.0432068,-0.158395857,0.054857223
4423,L52348,H,304.1,313.4,1696,29.6,65,0,No Failure,1634,3330.101045,-0.40934017,-1.538892018,1,0.818474552,-0.073430346,0.180503076,0.169762001,-0.561678254,-0.197783169
4424,L52349,L,304.1,313.3,1470,39.9,70,0,No Failure,1806,3144.727848,1.011145844,-0.54478548,0,0.00244299,1.003462271,-0.132227693,0.409025795,0.047003897,0.122289577
4425,L52350,M,304.1,313.3,1480,38.4,72,0,No Failure,175,4813.871745,0.513467055,1.578561868,0,0.735593895,-0.351592649,0.176641831,0.500674301,0.2076,0.192954989
4426,L52351,M,304.2,313.4,1329,54.5,75,0,No Failure,4937,28.53765023,-0.59382125,-1.391056319,1,-1.243488831,-0.782240928,-0.294649727,0.155072194,-0.112980842,0.421116513
4427,L52352,L,304.2,313.4,1740,28.2,78,0,No Failure,648,4262.944655,0.327358526,-0.912219319,1,1.137419229,0.650735866,-0.150487336,0.213231892,0.033071913,0.228518627
4428,L52353,M,304.2,313.5,1739,28.1,80,0,No Failure,3064,1910.741542,0.786978801,1.504518734,1,-1.737920408,0.324675003,-0.540346376,0.219040545,0.393710335,0.586002474
4429,L52354,M,304.2,313.5,1390,47.8,83,0,No Failure,4343,630.3121725,1.46938837,0.258195034,0,2.200489934,0.482060712,-0.303894457,-0.106322177,0.147272004,0.7887614
4430,L52355,L,304.2,313.4,1740,23.7,86,0,No Failure,2086,2878.753697,-1.214543478,-0.024342341,0,-2.023141423,-1.896033959,-0.500867312,-0.598731195,0.005731643,0.973507574
4431,L52356,M,304,313.3,1844,27.1,88,0,No Failure,298,4611.346217,-0.30302276,-0.660792544,0,0.932823961,0.643912389,-0.470805318,-0.018484388,0.013978462,0.454370825
4432,L52357,H,304,313.1,1388,53.2,91,0,No Failure,3909,1069.622691,0.35640179,0.890972792,1,-0.750939229,0.465823337,-0.603249607,-0.05221312,0.24332906,0.462222537
4433,L52358,H,304,313.2,1517,43.1,96,0,No Failure,2007,2919.198879,-0.83983481,0.272327079,0,0.476783964,-0.84507694,-0.253866642,-0.454796688,-0.047830866,0.053933493
4434,L52359,M,304,313.1,1450,42.8,101,0,No Failure,951,4011.303209,-0.992656719,-0.449506772,1,0.667852307,-0.107974367,0.074912787,-0.505810346,-0.07614149,-0.545567842
4435,L52360,L,304,313.2,1584,38.7,104,0,No Failure,3540,1392.649593,1.68669056,0.016891752,1,-1.22032125,1.892763412,0.040977908,-0.270440026,0.114477179,-0.536792399
4436,L52361,L,304,313.1,1720,28.7,106,0,No Failure,3636,1292.75285,-0.471666424,0.485960447,1,0.358183888,-1.524750531,0.30384275,-0.273123141,0.251855796,-0.659186739
4437,L52362,L,303.9,313.1,1586,31.9,108,0,No Failure,1927,3056.346409,-1.656516046,-0.564826834,0,0.952854888,-0.837032802,0.179841276,-0.494584373,0.15496191,-0.944157712
4438,L52363,M,303.9,313,1901,22.5,110,0,No Failure,4579,329.1502019,-1.094903099,0.130773958,0,0.403927594,0.396725992,-0.188117266,0.058971907,0.477765035,-0.418554847
4439,L52364,L,304,313,1397,42.4,113,0,No Failure,387,4609.542072,0.184194878,0.503586574,1,-0.614745338,0.903581095,-0.109608005,0.010123944,0.489336506,-0.090168523
4440,L52365,L,304,313,2012,21.1,115,0,No Failure,1019,3939.953898,1.673274985,0.703784834,1,-0.170804827,1.051919402,-0.517379095,-0.042670043,0.716733871,-0.300779161
4441,L52366,L,304,313,2354,15,117,0,No Failure,2358,2600.324358,-1.578972584,0.001491019,0,-1.009817915,-2.29751094,-0.544021164,-0.595880806,0.446848842,-0.258749407
4442,L52367,L,304,313.1,1648,35.7,119,0,No Failure,4887,47.0902553,1.111265356,1.049188789,1,0.090195889,1.900456935,-0.097246104,-0.229323595,0.199937453,-0.291541853
4443,L52368,L,304,313.2,1632,30.6,121,0,No Failure,3186,1724.218688,-1.339142916,0.188631313,1,1.982686804,-1.731065198,-0.053432658,-0.704410881,-0.215222675,-0.525707628
4444,L52369,M,304.1,313.2,1427,46.9,123,0,No Failure,1973,3014.968504,-0.079775057,1.640573402,1,-2.334286094,0.889643089,-0.39789357,-0.741951586,-0.05622991,-0.395461576
4445,L52370,L,304.1,313.2,1452,48,126,0,No Failure,2297,2703.804253,-1.09277883,-0.645640314,0,1.176909273,-0.715635223,-0.059091371,-1.044089988,-0.130051711,-0.252745156
4446,L52371,L,304,313.2,1416,46,128,0,No Failure,2576,2347.864932,0.253813471,-1.233065924,1,0.664237075,0.951261314,-0.213849455,-0.761496077,0.276462745,0.250226302
4447,L52372,L,303.9,313.1,1310,62.9,130,0,No Failure,2159,2827.327081,-1.264171072,-1.026611851,0,-1.334720659,-1.072370305,-0.129287284,-0.687693413,0.673169069,0.296412846
4448,L52373,H,304,313.1,1408,39.8,132,0,No Failure,2195,2796.524026,-1.52684644,0.983595135,0,0.609706007,-0.185578476,0.36478095,-0.189371741,0.589155378,-0.091092254
4449,L52374,M,303.9,313.1,1668,34.4,137,0,No Failure,3966,1004.797717,-1.590467069,1.271464396,0,0.081807348,-0.044959639,0.564961419,-0.037857772,0.639740186,-0.260135003
4450,L52375,L,303.9,313,1551,36.8,140,0,No Failure,4339,569.4683948,0.320190723,1.386931971,1,-0.56837412,1.349735791,0.230312232,0.226677207,0.111172921,-0.729390285
4451,L52376,H,303.9,313,1517,36,142,0,No Failure,2874,2075.912186,0.622826792,0.750465695,0,1.51049979,0.213776179,0.484898257,-0.182528583,-0.212339228,-0.84116172
4452,L52377,H,303.8,312.9,1570,35.8,147,0,No Failure,2770,2177.662856,1.227437288,-1.446680305,1,0.113337781,0.42710088,0.038188192,-0.576210329,-0.427517654,-0.537254264
4453,L52378,L,303.8,312.8,1428,53.3,152,0,No Failure,4543,414.2946353,-0.769276594,1.236519175,0,-0.429513421,-1.410560508,-0.416350316,-0.547861026,-0.440129017,-0.443033715
4454,L52379,L,303.8,312.8,1503,40,154,0,No Failure,4850,151.6692391,-0.267792172,-1.371371929,0,-1.809409088,0.354249217,-0.807030566,-0.287784447,-0.624236738,-0.621775639
4455,L52380,L,303.8,312.8,1416,58.7,156,0,No Failure,115,4862.643964,-1.72583823,-0.230628777,0,1.515226337,-1.030027781,-0.417564814,-0.146983209,-0.344470232,-0.461970198
4456,L52381,M,303.7,312.7,1396,47.3,158,0,No Failure,298,4611.346217,-1.345581938,-0.325426436,0,-0.969360242,0.268609666,-0.543436611,-0.005014673,-0.475568948,-0.632860409
4457,L52382,L,303.7,312.7,1335,51.1,161,0,No Failure,2177,2787.267837,1.369183803,-1.509737116,0,0.085655544,1.917784183,-0.570066093,0.012800652,-0.137394694,-0.426868425
